Timestamp,Open,High,Low,Close,Volume
2024-03-18,68505.0,68902.0,66585.0,66950.0,2896.77957651
2024-03-19,66952.0,68123.0,62323.0,64395.0,4797.01745916
2024-03-20,64382.0,66017.0,60760.0,65792.0,5086.3800046999995
2024-03-21,65786.0,68249.0,64831.0,65264.0,3181.47202006
2024-03-22,65205.0,66631.0,62598.0,63883.0,2623.07461586
2024-03-23,63884.0,66027.0,62332.0,64893.0,1433.57654002
2024-03-24,64961.0,66031.0,63807.0,65846.0,1212.57604712
2024-03-25,65884.0,71099.0,65736.0,71043.0,2829.86428951
2024-03-26,71095.0,71572.0,69257.0,69456.0,2776.21968942
2024-03-27,69456.0,71754.0,68362.0,68595.0,2364.53374044
2024-03-28,68579.0,71587.0,68579.0,70847.0,2115.84293871
2024-03-29,70850.0,71065.0,69073.0,69706.0,1192.90180006
2024-03-30,69702.0,70344.0,69347.0,69946.0,646.47125265
2024-03-31,69904.0,71219.0,69586.0,71034.0,742.07472524
2024-04-01,71088.0,71391.0,68073.0,69713.0,2142.75687836
2024-04-02,69720.0,69915.0,64545.0,66000.0,3139.05551374
2024-04-03,65938.0,66942.0,64511.0,65816.0,2115.18777562
2024-04-04,65831.0,69328.0,65100.0,68498.0,2272.28310751
2024-04-05,68520.0,68767.0,65999.0,67422.0,2361.51976438
2024-04-06,67412.0,68495.0,67378.0,68280.0,655.48729928
2024-04-07,68298.0,70310.0,68200.0,69079.0,1200.39223711
2024-04-08,69073.0,72756.0,68924.0,71738.0,2210.95382434
2024-04-09,71778.0,71984.0,68217.0,69001.0,2272.56046964
2024-04-10,68939.0,70075.0,67482.0,70075.0,2359.43053997
2024-04-11,70075.0,71287.0,69555.0,70489.0,2132.85728092
2024-04-12,70483.0,71236.0,65230.0,66856.0,2842.03924667
2024-04-13,66861.0,67930.0,63803.0,64886.0,2158.73310568
2024-04-14,64759.0,65654.0,61308.0,64206.0,3829.3173473
2024-04-15,64219.0,66900.0,62340.0,63349.0,2961.66703317
2024-04-16,63316.0,63925.0,61654.0,62735.0,2624.81065366
2024-04-17,62717.0,64636.0,59672.0,61004.0,3322.67573639
2024-04-18,60996.0,64182.0,60795.0,63554.0,2407.43929787
2024-04-19,63545.0,65506.0,59629.0,64340.0,3479.80743105
2024-04-20,64341.0,65450.0,63007.0,64895.0,1473.78488945
2024-04-21,64918.0,65710.0,64294.0,64554.0,775.67368325
2024-04-22,64553.0,66855.0,64380.0,66555.0,1880.93232221
2024-04-23,66558.0,67241.0,65837.0,66485.0,1401.00666682
2024-04-24,66485.0,67057.0,63733.0,63939.0,1978.00496062
2024-04-25,63946.0,64910.0,62785.0,64708.0,1815.2352787300001
2024-04-26,64713.0,65286.0,63306.0,63714.0,1373.95045966
2024-04-27,63719.0,64067.0,62405.0,63315.0,843.843382
2024-04-28,63317.0,64310.0,63121.0,63732.0,627.95088606
2024-04-29,63707.0,63718.0,61764.0,62966.0,1490.35080797
2024-04-30,62965.0,64714.0,59068.0,59150.0,2704.52843968
2024-05-01,59160.0,60956.0,56500.0,56893.0,3563.03090145
2024-05-02,56879.0,59579.0,56702.0,59369.0,1647.15822371
2024-05-03,59341.0,62196.0,58672.0,62102.0,2428.62626594
2024-05-04,62100.0,64522.0,61997.0,63927.0,1704.99672033
2024-05-05,63923.0,64625.0,62947.0,63888.0,960.00950169
2024-05-06,63880.0,65513.0,62720.0,63193.0,1547.09565752
2024-05-07,63218.0,64389.0,62818.0,63067.0,1375.19143145
2024-05-08,63043.0,63186.0,61779.0,62154.0,1329.54495
2024-05-09,62147.0,62653.0,60634.0,62442.0,1537.26514205
2024-05-10,62440.0,63876.0,60176.0,60625.0,2290.56636312
2024-05-11,60644.0,61454.0,60442.0,61122.0,580.25832449
2024-05-12,61128.0,61848.0,60600.0,61394.0,509.65957517
2024-05-13,61388.0,63444.0,60758.0,63174.0,1915.36153954
2024-05-14,63166.0,63177.0,61108.0,61559.0,1564.26818184
2024-05-15,61556.0,66461.0,61322.0,66099.0,3250.97124299
2024-05-16,66083.0,66766.0,64598.0,65160.0,2211.5888668
2024-05-17,65214.0,67482.0,65057.0,67083.0,1753.90145002
2024-05-18,67075.0,67391.0,66663.0,66936.0,595.89698675
2024-05-19,66935.0,67654.0,65901.0,66052.0,541.89615941
2024-05-20,66032.0,70121.0,66019.0,70057.0,1885.22973923
2024-05-21,70057.0,71958.0,68949.0,69264.0,2598.68024624
2024-05-22,69241.0,70649.0,69214.0,69599.0,1448.79841625
2024-05-23,69664.0,70024.0,66704.0,67114.0,1866.31666463
2024-05-24,67118.0,69254.0,66343.0,69171.0,1631.42654933
2024-05-25,69110.0,69580.0,68503.0,69149.0,578.34678833
2024-05-26,69170.0,69500.0,68668.0,68868.0,447.73205907
2024-05-27,68864.0,70601.0,68136.0,69187.0,1483.05465322
2024-05-28,69188.0,69803.0,67193.0,68348.0,1997.44539368
2024-05-29,68341.0,68852.0,67109.0,67203.0,1417.6544428
2024-05-30,67199.0,69524.0,67096.0,68644.0,1826.82435397
2024-05-31,68648.0,69010.0,66624.0,67580.0,1927.08024731
2024-06-01,67584.0,67808.0,67387.0,67702.0,328.76631201
2024-06-02,67684.0,68405.0,67281.0,67733.0,578.64587279
2024-06-03,67700.0,70268.0,67548.0,69186.0,2257.7422533
2024-06-04,69190.0,71074.0,68553.0,70446.0,2001.59437213
2024-06-05,70444.0,71759.0,69600.0,71284.0,2026.07231482
2024-06-06,71312.0,71629.0,70439.0,70459.0,1526.04108726
2024-06-07,70451.0,71949.0,68450.0,69228.0,3419.42186889
2024-06-08,69213.0,69538.0,68957.0,69455.0,473.38886689
2024-06-09,69456.0,69840.0,69131.0,69701.0,454.56371397
2024-06-10,69713.0,70167.0,69173.0,69469.0,788.90034744
2024-06-11,69488.0,69664.0,66011.0,67402.0,2484.24868289
2024-06-12,67320.0,70007.0,66911.0,67523.0,2107.80282571
2024-06-13,67543.0,68627.0,66242.0,66568.0,2295.26149874
2024-06-14,66577.0,67314.0,64936.0,65485.0,1759.07794645
2024-06-15,65486.0,66567.0,65432.0,66120.0,1284.68686931
2024-06-16,66113.0,66735.0,65828.0,66500.0,505.51206181
2024-06-17,66501.0,67260.0,65066.0,66642.0,2574.29746001
2024-06-18,66660.0,66722.0,64032.0,64398.0,2157.58451579
2024-06-19,64371.0,65702.0,64149.0,64857.0,1126.87290979
2024-06-20,64855.0,66455.0,64516.0,64988.0,2167.25894413
2024-06-21,65042.0,65144.0,63356.0,64203.0,1622.99616038
2024-06-22,64195.0,64491.0,63807.0,64273.0,394.03210309
2024-06-23,64275.0,64490.0,63898.0,64110.0,417.21944057
2024-06-24,64121.0,64121.0,59026.0,59269.0,3560.9888755
2024-06-25,59272.0,62395.0,58456.0,61984.0,3128.5091102
2024-06-26,62026.0,62458.0,60675.0,60955.0,1375.26222023
2024-06-27,60954.0,62323.0,60561.0,61368.0,1748.53836216
2024-06-28,61380.0,62151.0,59946.0,59969.0,1635.82714248
2024-06-29,59980.0,61114.0,59923.0,60959.0,668.43607069
2024-06-30,60958.0,61995.0,60620.0,61940.0,686.17724456
2024-07-01,61931.0,63794.0,61751.0,63180.0,2194.35150756
2024-07-02,63167.0,63349.0,61731.0,61830.0,1096.76684739
2024-07-03,61902.0,62196.0,59544.0,59630.0,1971.36096209
2024-07-04,59623.0,60430.0,56748.0,58246.0,2309.3687086
2024-07-05,58251.0,58736.0,53550.0,56457.0,3472.43251538
2024-07-06,56454.0,58111.0,56044.0,57868.0,1030.55397215
2024-07-07,57847.0,58488.0,56578.0,57146.0,1042.99585481
2024-07-08,57139.0,58200.0,54296.0,56487.0,3292.94226911
2024-07-09,56493.0,58278.0,56198.0,57859.0,2460.83458253
2024-07-10,57874.0,59459.0,57353.0,57385.0,1739.02730273
2024-07-11,57398.0,59516.0,57072.0,57374.0,2261.10874914
2024-07-12,57370.0,58539.0,56551.0,57607.0,2065.19091172
2024-07-13,57601.0,58969.0,57168.0,58653.0,806.66053435
2024-07-14,58616.0,60423.0,58311.0,59942.0,1767.29923253
2024-07-15,59929.0,63874.0,59906.0,63418.0,3853.04429725
2024-07-16,63435.0,65222.0,62446.0,65202.0,3074.15710875
2024-07-17,65205.0,66129.0,63890.0,64574.0,2234.43536875
2024-07-18,64632.0,65108.0,63227.0,63504.0,1460.5803675500001
2024-07-19,63540.0,67466.0,63303.0,67226.0,3014.04367029
2024-07-20,67213.0,67617.0,66284.0,67261.0,1332.11098747
2024-07-21,67261.0,67727.0,65833.0,67460.0,1637.91629851
2024-07-22,67452.0,68486.0,66583.0,68233.0,2336.04781596
2024-07-23,68276.0,68298.0,65452.0,65547.0,2661.23163601
2024-07-24,65540.0,67112.0,65473.0,65611.0,1674.8435825
2024-07-25,65652.0,66072.0,63424.0,64662.0,2044.35987868
2024-07-26,64674.0,68147.0,64414.0,68013.0,1817.34643023
2024-07-27,68003.0,69404.0,67428.0,68281.0,1240.19215928
2024-07-28,68266.0,69114.0,66637.0,68107.0,1570.10789119
2024-07-29,68108.0,70016.0,66445.0,67279.0,2355.38471865
2024-07-30,67286.0,67540.0,65550.0,65871.0,1534.99359729
2024-07-31,65887.0,66814.0,64934.0,65243.0,1476.02317319
2024-08-01,65228.0,65397.0,62233.0,63389.0,2677.6467501399998
2024-08-02,63340.0,65568.0,62346.0,62551.0,3382.12123065
2024-08-03,62560.0,63126.0,59903.0,60206.0,2102.85102187
2024-08-04,60206.0,61073.0,57155.0,59240.0,2500.50636728
2024-08-05,59240.0,59550.0,49577.0,53483.0,8005.58462715
2024-08-06,53483.0,57058.0,53483.0,56796.0,3874.5091585
2024-08-07,56761.0,57737.0,54675.0,54762.0,3932.11939487
2024-08-08,54726.0,59889.0,54568.0,59462.0,3474.00893783
2024-08-09,59472.0,62729.0,59343.0,60698.0,2739.12259796
2024-08-10,60706.0,61476.0,59964.0,61023.0,1277.40622823
2024-08-11,61026.0,61868.0,59573.0,59631.0,998.63007291
2024-08-12,59634.0,60700.0,57681.0,59051.0,3674.16230813
2024-08-13,59059.0,61600.0,58455.0,60851.0,3051.0691462199998
2024-08-14,60844.0,61809.0,58711.0,58921.0,2774.24314089
2024-08-15,58895.0,59851.0,56707.0,57051.0,3184.30918746
2024-08-16,57062.0,59841.0,56138.0,59695.0,3222.78466968
2024-08-17,59696.0,59738.0,58758.0,59473.0,942.79361472
2024-08-18,59473.0,60271.0,59164.0,59718.0,1255.86142448
2024-08-19,59717.0,59860.0,57844.0,58974.0,2010.88082288
2024-08-20,58982.0,61424.0,58553.0,59473.0,2691.88051795
2024-08-21,59473.0,61655.0,58816.0,61602.0,2155.25012307
2024-08-22,61622.0,61838.0,59774.0,60312.0,2354.13906497
2024-08-23,60303.0,63856.0,60293.0,63700.0,2658.33613574
2024-08-24,63656.0,64988.0,63543.0,64243.0,1877.41314139
2024-08-25,64230.0,64600.0,63594.0,64220.0,738.99187683
2024-08-26,64213.0,65103.0,63098.0,63326.0,1719.64434187
2024-08-27,63340.0,63586.0,61455.0,62059.0,1370.4919904
2024-08-28,62097.0,62099.0,57866.0,58898.0,3887.85820624
2024-08-29,58905.0,61182.0,58665.0,59250.0,2477.83430131
2024-08-30,59265.0,59905.0,57721.0,58703.0,2170.14578872
2024-08-31,58693.0,59431.0,58693.0,58856.0,754.83959722
2024-09-01,58857.0,59118.0,57230.0,58497.0,1501.54721922
2024-09-02,58498.0,58791.0,57131.0,58444.0,1519.67714606
2024-09-03,58460.0,59803.0,57556.0,58021.0,1656.60209563
2024-09-04,58024.0,58518.0,55602.0,58027.0,2183.00949776
2024-09-05,58060.0,58384.0,55788.0,56023.0,1443.0401179
2024-09-06,56039.0,56984.0,53232.0,53484.0,2657.03166703
2024-09-07,53478.0,54839.0,52546.0,54415.0,1236.33134413
2024-09-08,54410.0,54698.0,53636.0,54340.0,1017.66631018
2024-09-09,54340.0,57180.0,54199.0,57103.0,2399.74742829
2024-09-10,57102.0,58070.0,56406.0,57971.0,2310.80061727
2024-09-11,57960.0,58000.0,55554.0,57644.0,3166.73788214
2024-09-12,57611.0,58560.0,57230.0,58380.0,2102.91543779
2024-09-13,58394.0,60670.0,57640.0,60545.0,2853.63991557
2024-09-14,60551.0,60655.0,59438.0,60012.0,744.81553897
2024-09-15,60012.0,60388.0,58708.0,59130.0,1377.74210648
2024-09-16,59121.0,59209.0,57488.0,58212.0,1692.12077561
2024-09-17,58208.0,61331.0,57627.0,60316.0,2676.1688061
2024-09-18,60318.0,61787.0,59189.0,61757.0,3237.8308454
2024-09-19,61765.0,63882.0,61584.0,62940.0,3050.8160287700002
2024-09-20,62950.0,64121.0,62353.0,63211.0,1646.72507369
2024-09-21,63211.0,63574.0,62760.0,63364.0,578.82075001
2024-09-22,63364.0,63990.0,62390.0,63563.0,932.57108331
2024-09-23,63577.0,64730.0,62585.0,63325.0,1113.07851811
2024-09-24,63325.0,64677.0,62720.0,64260.0,1621.50232416
2024-09-25,64291.0,64795.0,62941.0,63147.0,1172.76426267
2024-09-26,63121.0,65851.0,62675.0,65175.0,1758.77420578
2024-09-27,65175.0,66508.0,64840.0,65781.0,1261.81543351
2024-09-28,65781.0,66255.0,65442.0,65876.0,557.50374744
2024-09-29,65875.0,66071.0,65450.0,65601.0,487.19186994
2024-09-30,65605.0,65634.0,62859.0,63302.0,1759.70729545
2024-10-01,63331.0,64122.0,60164.0,60807.0,2797.97709897
2024-10-02,60760.0,62350.0,59972.0,60634.0,2437.72512955
2024-10-03,60627.0,61461.0,59860.0,60745.0,1412.60368684
2024-10-04,60747.0,62473.0,60474.0,62081.0,1394.47802907
2024-10-05,62080.0,62368.0,61699.0,62063.0,449.65424183
2024-10-06,62057.0,62962.0,61816.0,62814.0,846.73208591
2024-10-07,62831.0,64444.0,62130.0,62212.0,1815.26837202
2024-10-08,62211.0,63172.0,61839.0,62133.0,1116.30278349
2024-10-09,62114.0,62503.0,60268.0,60582.0,1354.90943313
2024-10-10,60589.0,61246.0,58867.0,60278.0,1799.4872895600001
2024-10-11,60278.0,63409.0,60041.0,62452.0,1582.70508322
2024-10-12,62511.0,63455.0,62474.0,63194.0,685.69286582
2024-10-13,63193.0,63271.0,62039.0,62849.0,653.16610878
2024-10-14,62850.0,66479.0,62450.0,66070.0,2390.38938585
2024-10-15,66070.0,67922.0,64802.0,67061.0,2488.99178965
2024-10-16,67061.0,68388.0,66744.0,67622.0,1716.95969807
2024-10-17,67608.0,67914.0,66631.0,67392.0,1298.22146294
2024-10-18,67392.0,68998.0,67176.0,68420.0,1434.33126968
2024-10-19,68420.0,68668.0,68020.0,68359.0,414.91156597
2024-10-20,68367.0,69363.0,68102.0,69011.0,606.10309373
2024-10-21,69011.0,69487.0,66815.0,67340.0,1752.72054327
2024-10-22,67345.0,67784.0,66559.0,67382.0,1626.8596456
2024-10-23,67382.0,67409.0,65000.0,66601.0,1927.8417095300001
2024-10-24,66602.0,68800.0,66455.0,68155.0,2140.08818467
2024-10-25,68155.0,68726.0,65521.0,66578.0,2730.81362994
2024-10-26,66576.0,67352.0,66344.0,67003.0,489.32578253
2024-10-27,67009.0,68232.0,66850.0,67938.0,739.97895752
2024-10-28,67937.0,70218.0,67541.0,69918.0,2063.86332457
2024-10-29,69918.0,73600.0,69716.0,72729.0,3975.6902031
2024-10-30,72727.0,72928.0,71313.0,72331.0,2263.68354591
2024-10-31,72330.0,72660.0,69591.0,70231.0,1776.40915493
2024-11-01,70202.0,71596.0,68768.0,69490.0,2717.47179295
2024-11-02,69468.0,69887.0,69015.0,69330.0,1047.12468684
2024-11-03,69339.0,69354.0,67459.0,68738.0,1915.47157334
2024-11-04,68738.0,69444.0,66798.0,67818.0,2538.3408022099998
2024-11-05,67817.0,70538.0,67443.0,69386.0,2370.70518293
2024-11-06,69396.0,76481.0,69284.0,75637.0,7732.00129394
2024-11-07,75638.0,76990.0,74479.0,75921.0,3265.43357289
2024-11-08,75918.0,77270.0,75665.0,76561.0,2466.52573117
2024-11-09,76560.0,76941.0,75648.0,76722.0,837.82745419
2024-11-10,76707.0,81482.0,76554.0,80425.0,2739.76560525
2024-11-11,80426.0,89643.0,80280.0,88770.0,6695.15671543
2024-11-12,88771.0,90243.0,85121.0,88031.0,8037.51453432
2024-11-13,88038.0,93483.0,86263.0,90521.0,7338.0297277
2024-11-14,90498.0,91804.0,86685.0,87333.0,3805.7616409
2024-11-15,87298.0,91909.0,87119.0,91070.0,4491.15106913
2024-11-16,91069.0,91778.0,90100.0,90608.0,1538.87717754
2024-11-17,90643.0,91429.0,88709.0,89861.0,2016.09767635
2024-11-18,89865.0,92624.0,89392.0,90512.0,4276.18821636
2024-11-19,90514.0,94057.0,90407.0,92424.0,3884.88262437
2024-11-20,92434.0,94942.0,91407.0,94373.0,9293.97029198
2024-11-21,94374.0,99121.0,94106.0,98451.0,7280.76958238
2024-11-22,98451.0,99800.0,97236.0,99013.0,4646.09454486
2024-11-23,99010.0,99015.0,97226.0,97775.0,1719.12474462
2024-11-24,97765.0,98660.0,95796.0,98007.0,1814.0075721
2024-11-25,98021.0,98966.0,92584.0,93035.0,2969.54841533
2024-11-26,93006.0,94999.0,90742.0,91928.0,3575.09743077
2024-11-27,91929.0,97353.0,91760.0,95978.0,2999.13415798
2024-11-28,95945.0,96658.0,94670.0,95661.0,2070.2707683
2024-11-29,95670.0,98745.0,95410.0,97512.0,2410.84197795
2024-11-30,97510.0,97510.0,96112.0,96441.0,646.22078077
2024-12-01,96471.0,97880.0,95758.0,97291.0,884.6556605
2024-12-02,97260.0,98200.0,94403.0,95859.0,3225.0210163
2024-12-03,95858.0,96301.0,93590.0,95926.0,3484.90912488
2024-12-04,95926.0,99250.0,94661.0,98773.0,4309.94473587
2024-12-05,98751.0,103647.0,92092.0,97057.0,7450.45018748
2024-12-06,96968.0,102098.0,96463.0,99898.0,2613.21105227
2024-12-07,99898.0,100575.0,99121.0,99929.0,587.87674509
2024-12-08,99969.0,101407.0,98752.0,101204.0,1073.32763391
2024-12-09,101188.0,101271.0,94249.0,97468.0,2468.79283854
2024-12-10,97318.0,98300.0,94306.0,96648.0,2092.49724122
2024-12-11,96658.0,101961.0,95725.0,101201.0,2196.1813751
2024-12-12,101238.0,102582.0,99309.0,100068.0,1393.19342191
2024-12-13,99998.0,101918.0,99250.0,101435.0,1030.49421453
2024-12-14,101433.0,102643.0,100643.0,101382.0,566.5366089
2024-12-15,101408.0,105149.0,101243.0,104427.0,1369.98798554
2024-12-16,104476.0,107821.0,103322.0,106073.0,2171.77263705
2024-12-17,106109.0,108364.0,105363.0,106187.0,1405.93900566
2024-12-18,106187.0,106523.0,99997.0,100153.0,2557.28814854
2024-12-19,100133.0,102747.0,95537.0,97375.0,3425.5015449
2024-12-20,97416.0,98123.0,92118.0,97760.0,2706.24143724
2024-12-21,97745.0,99514.0,96399.0,97211.0,1740.04323929
2024-12-22,97245.0,97376.0,94200.0,95098.0,2075.50874332
2024-12-23,95098.0,96420.0,92389.0,94750.0,2428.60426472
2024-12-24,94750.0,99419.0,93461.0,98596.0,1444.53568991
2024-12-25,98637.0,99478.0,97576.0,99374.0,849.51224828
2024-12-26,99357.0,99881.0,95111.0,95687.0,1501.36776618
2024-12-27,95666.0,97337.0,93282.0,94168.0,2416.24232245
2024-12-28,94159.0,95529.0,94026.0,95139.0,839.50518103
2024-12-29,95139.0,95139.0,92868.0,93557.0,851.80554921
2024-12-30,93564.0,94891.0,91315.0,92628.0,1841.04308392
2024-12-31,92637.0,96117.0,91900.0,93381.0,1128.82793677
2025-01-01,93347.0,94951.0,92768.0,94388.0,777.13942547
